student_id,yil,rol,tier,gercek,tahmin,residual,kare_hata,agirlik,agirlikli_katki,katki_pct,v42_tahmin,sub2_tahmin,proje_kalite,teknik_mulakat,cgpa,kaldigi_ders,mentor_metni
STU_000385,2025,AI Engineer,Tier 2,74.78,90.69,-15.91,253.1,1.845,466.9,0.056,91.6,89.58,73.23,60.56,2.83,1,"Bu öğrenci, yapay zeka mühendisliği hedefinde oldukça hevesli ve teknik bilgi birikimi güçlü. Özellikle staj deneyimi ve freelance projeleri sayesinde pratik becerilerini geliştirmeye devam ediyor."
STU_007532,2026,Software Developer,Tier 1,53.26,68.4,-15.14,229.2,2.035,466.5,0.056,66.43,70.81,67.13,38.94,2.74,2,"Staj deneyimin, teorik bilgini uygulama kabiliyeti ile birleştirmen için önemli bir fırsat oldu. Elektrik Elektronik mühendisliği perspektifin, yazılım geliştirme konusundaki tutkunla birleşiyor; ancak iletişim ve takım çalışması konularında daha fazla gelişim gösterirsen, potansiyelini daha iyi ortaya koyabilirsin."
STU_004928,2025,Cybersecurity Analyst,Tier 1,41.86,57.76,-15.9,252.8,1.845,466.3,0.056,57.74,57.78,57.64,15.34,2.49,0,"Yüksek makine öğrenimi puanı ile dikkat çeken öğrencim, siber güvenlik alanına olan ilgisiyle birleştirerek benzersiz bir profil geliştirmekte. Ancak, teknik görüşme becerilerini geliştirmesi gerektiği aşikar; bu alanda daha fazla pratik yapmasının faydalı olacağını düşünüyorum."
STU_007959,2023,Data Scientist,Tier 4,95.63,73.93,21.7,471.1,0.989,466.1,0.056,75.28,72.27,62.52,42.41,3.54,2,"Takım çalışmasına olan yatkınlığı ve pratik deneyimleri, Data Scientist olarak kariyerinde büyük bir avantaj sunuyor. Geliştirmesi gereken bazı teknik alanlar olsa da, hackathonlardan kazandığı ödül, problem çözme yeteneğini ve yaratıcılığını ortaya koyuyor."
STU_002028,2024,Data Analyst,Tier 4,77.1,59.56,17.54,307.7,1.512,465.1,0.056,60.5,58.41,47.09,57.89,2.91,3,"Gelişiminiz konusunda güçlü bir potansiyeliniz var; veri analizi için gerekli olan SQL ve veri yapıları konusundaki bilgilerinizi geliştirmeye devam etmelisiniz. Ayrıca, iş deneyiminiz sınırlı, bu nedenle staj ve projelerle kendinizi daha fazla ortaya koymanız önemli. İletişim becerileriniz oldukça etkileyici."
STU_004862,2026,Backend Developer,Tier 3,42.11,57.21,-15.1,228.0,2.035,464.0,0.056,55.67,59.09,18.88,18.99,2.33,1,"Veri yapıları konusundaki güçlü becerileri ile dikkat çeken bu öğrenci, takım çalışmasına yatkınlık gösteriyor. Yine de, teknik mülakatlarda daha güçlü bir performans sergilemesi ve proje kalitesini artırması gerektiği gözlemlenmektedir."
STU_002914,2023,Backend Developer,Tier 4,37.82,59.46,-21.64,468.1,0.989,463.1,0.056,59.21,59.76,41.44,27.03,3.05,0,"Proje kaliten ve veri analizi konusundaki yeteneklerin önemli bir potansiyel taşıyor. Ancak, portföy geliştirme ve iletişim becerilerini güçlendirmek, kariyer yolculuğunda sana büyük avantaj sağlayacaktır."
STU_000611,2026,AI Engineer,Tier 4,28.7,43.78,-15.08,227.4,2.035,462.7,0.056,44.0,43.51,20.26,61.26,3.33,2,"Matematik bölümü öğrencisi olan bu genç, yapay zeka mühendisliği hedefinde merak ve azim göstermekte. Ancak proje kalitesi ve portföy çalışmaları üzerinde daha fazla yoğunlaşarak teknik becerilerini geliştirmesi gerektiği aşikâr."
STU_001942,2024,Cybersecurity Analyst,Tier 3,90.72,73.23,17.49,306.0,1.512,462.6,0.056,72.8,73.75,31.63,74.83,2.57,1,"Siber güvenlik alanında hedeflediğin kariyer için sağlam bir temel oluşturmuşsun. GitHub üzerindeki aktifliğin ve staj deneyimlerin, gelişim potansiyelini göstermekle birlikte, teknik becerilerini daha da derinleştirmen önemli."
STU_009336,2026,DevOps Engineer,Tier 3,88.06,72.99,15.07,227.1,2.035,462.1,0.056,72.57,73.51,49.44,47.88,3.91,1,"Görünüşe göre yazılım mühendisliği alanında güçlü bir temele sahipsiniz, özellikle kodlama konusundaki yetenekleriniz dikkat çekici. Ancak, proje kalitesi ve teknik görüşme skorlarınızda gelişim göstermeye ihtiyaç var; bu yönlerde kendinizi daha da geliştirdiğinizde hedeflediğiniz DevOps mühendisliği rolüne ulaşmanız çok daha kolay olacaktır."
STU_000241,2022,Data Scientist,Tier 3,91.14,65.12,26.02,677.1,0.681,461.3,0.056,65.71,64.39,39.31,85.82,2.84,0,"Veri bilimi alanına olan ilgisi ve projelerindeki azmi dikkat çekiyor. Ancak, SQL ve DevOps konularında daha fazla pratik yaparak gelişim fırsatlarını değerlendirmesi faydalı olacaktır."
STU_004935,2024,Cybersecurity Analyst,Tier 4,78.43,61.0,17.43,303.8,1.512,459.2,0.056,62.37,59.33,37.88,50.35,3.18,0,"Siber güvenlik alanında ilerleme hedefin, doğru bir yönde ilerlediğinin göstergesi. Staj tecrüben ve proje çalışmalarınla birlikte, var olan becerilerin dışında yeni alanlara yönelmek, seni daha da güçlendirecektir. Ancak, proje kaliteni artırmak için küçük adımlarla başlayarak daha fazla pratik yapmanı öneririm."
STU_009972,2026,Cloud Engineer,Tier 2,50.0,65.02,-15.02,225.5,2.035,458.9,0.055,66.03,63.78,52.75,33.59,4.0,2,"Bu öğrencinin bulut mühendisliği konusundaki tutkulu yaklaşımı ve güçlü liderlik özellikleri dikkat çekici. Ancak, teknik yetkinliklerini geliştirmek için daha fazlasını yapması ve işbirliği becerilerini güçlendirmesi faydalı olacaktır."
STU_001727,2023,DevOps Engineer,Tier 3,82.57,61.07,21.5,462.1,0.989,457.2,0.055,59.79,62.64,14.66,21.86,3.42,1,"Bu öğrencim, DevOps mühendisliği hedefinde ilerlerken elde ettiği deneyimleri ile dikkat çekiyor. Yazılım geliştirme ve iletişim konularında yetkin olsa da, portföyünü ve proje kalitesini geliştirmek için daha fazla özgün çalışma yapması faydalı olabilir."
STU_009866,2023,Backend Developer,Tier 3,39.11,60.58,-21.47,460.8,0.989,455.9,0.055,59.53,61.85,44.02,25.96,3.83,2,"Gelişme isteği belirgin olan bu öğrenci, backend geliştirme konusundaki bilgi birikimi ile oldukça dikkat çekiyor. Ancak, proje kalitesi ve iletişim becerilerinde bazı zayıf noktaları mevcut. Gelecek dönemlerde daha fazla gerçek proje deneyimi kazanması, yeteneklerini geliştirmesi açısından faydalı olacaktır."
STU_009540,2023,DevOps Engineer,Tier 4,32.51,53.94,-21.43,459.3,0.989,454.4,0.055,53.6,54.35,44.78,8.83,2.95,1,"DevOps mühendisi olma yolunda, kodlama becerileri oldukça gelişmiş ancak proje kalitesini artırmak için daha fazla dikkat vermesi gerekebilir. İletişim konusundaki zorlukları aşması, kariyerinde ilerleme kaydedebilmesi açısından kritik öneme sahip."
STU_004655,2024,Software Developer,Tier 3,61.52,78.85,-17.33,300.3,1.512,454.0,0.055,79.62,77.91,57.44,86.75,3.77,1,"Yazılım geliştirme konusunda güçlü bir özgeçmişe sahipsiniz ve problem çözmedeki yeteneğiniz etkileyici. Ancak, staj yapmamanız uzmanlık alanında size bazı eksiklikler yaratabilir; bu alanda daha fazla deneyim kazanmalısınız. Hackathon'lardaki katılımınız, pratik becerilerinizi geliştirmek için harika bir fırsat olabilir."
STU_007327,2024,Data Analyst,Tier 4,54.32,71.62,-17.3,299.3,1.512,452.5,0.055,72.46,70.59,39.13,48.47,2.91,1,"Veri analizi alanında güçlü bir arka plana sahip olan bu öğrencinin, problem çözme ve SQL konularında gösterdiği başarı dikkat çekiyor. Ancak, portföyünüzü ve proje kalitenizi artırmak için daha fazla gerçek dünya deneyimi ve proje geliştirmesi yapmanızı öneririm."
STU_000089,2026,Data Analyst,Tier 1,76.58,91.49,-14.91,222.3,2.035,452.4,0.055,90.8,92.33,80.71,25.04,2.87,0,"Veri analizi ve makine öğrenimi konusundaki yetkinliği oldukça etkileyici. Projelerdeki kaliteli çalışmaları ve gerçek müşteri deneyimi avansları, onu sektörde aranan bir aday yapıyor. Teknik görüşme puanı daha yüksek olmalı; bu nedenle iletişim becerilerini geliştirmesi önem taşıyor."
STU_006195,2026,MLOps Engineer,Tier 2,89.5,74.6,14.9,222.1,2.035,452.0,0.055,74.59,74.61,11.62,52.23,2.92,1,"İstatistik alanında eğitim alan bu öğrencinin MLOps mühendisi olma hedefi doğrultusunda gösterdiği çaba dikkat çekici. DevOps konusundaki yetkinliği ve problem çözme becerisi yüksek, ancak proje kalitesi üzerinde daha fazla çalışması gerekecektir."
STU_008109,2026,Data Scientist,Tier 2,80.28,65.38,14.9,221.9,2.035,451.7,0.055,64.07,66.99,31.77,68.68,2.7,2,"Veri bilimi alanındaki tutkusu ve makine öğrenimi konusundaki yetkinliği, onu bu alanda öne çıkarıyor. Ancak, proje kalitesini artırmak ve ekip çalışmalarında daha fazla aktif rol almak için adımlar atması gerektiğini düşünmekteyim. İletişim becerileri gelişmekle birlikte, liderlik yönünü de beslemelidir."
STU_002748,2025,AI Engineer,Tier 4,67.95,52.33,15.62,243.9,1.845,450.0,0.054,52.24,52.44,41.22,52.58,3.85,2,"Matematik odaklı düşünme yeteneği oldukça gelişmiş olan bu öğrenci, yapay zeka alanına giriş yapma konusunda hevesli. Ancak, projelerinin kalitesini arttırması ve daha aktif bir staj deneyimi edinmesi gerektiğini gözlemliyorum."
STU_004413,2023,Frontend Developer,Tier 3,93.12,71.8,21.32,454.3,0.989,449.5,0.054,72.69,70.73,23.81,61.33,2.51,0,Frontend geliştirme konusundaki yeteneklerinizle öne çıkıyorsunuz ancak proje kalitesinin artırılması üzerinde çalışmanız faydalı olacaktır. İletişim becerileriniz ve takım çalışmasındaki güçlü yönlerinizle iş ortamında değerli bir katkı sağlayabilirsiniz.
STU_001501,2021,Data Analyst,Tier 1,98.84,70.11,28.73,825.3,0.544,449.1,0.054,71.0,69.03,54.3,29.07,2.86,1,"Veri analizi alanında güçlü bir potansiyele sahip olan bu öğrencim, SQL gibi veritabanı yönetimi konularında yetkin. Proje kalitesi konusunda daha fazla çalışmaya ihtiyaç duysa da, genel olarak problem çözme becerileri ve kodlama yeterliliği ile dikkat çekiyor."
STU_000382,2023,AI Engineer,Tier 2,69.29,90.56,-21.27,452.2,0.989,447.4,0.054,90.6,90.5,60.19,43.42,3.02,1,"Yüksek kodlama ve problem çözme becerileri sayesinde bu öğrenci, yapay zeka mühendisliği kariyerine güçlü bir şekilde adım atıyor. Ayrıca, açık kaynak projelere olan katkıları ve etkileyici bir portföyü ile diğer meslektaşlarından sıyrılmayı başarıyor."
STU_004355,2025,DevOps Engineer,Tier 3,24.28,39.84,-15.56,242.2,1.845,446.8,0.054,38.92,40.97,13.86,31.44,2.41,1,"Öğrencinin devops alanındaki bilgi seviyesi düşük, ama liderlik yetenekleri umut verici. Gerçekleşen staj deneyimi, pratik becerilerini geliştirmesine yardımcı olabilir. Proje kalitesi üzerinde daha fazla odaklanması gerekli."
STU_007935,2026,Data Scientist,Tier 1,70.59,55.78,14.81,219.3,2.035,446.3,0.054,53.29,58.82,50.4,67.99,3.33,1,"Veri Bilimci olarak yola çıkan öğrencimiz, problem çözme becerilerini geliştirmek için çalışmaya istekli. Takım çalışmasındaki güçlü yönleri dikkat çekse de, teknik becerilerini ve iletişim becerilerini geliştirmesi gerektiğini düşünüyorum."
STU_005106,2024,Backend Developer,Tier 2,66.96,84.14,-17.18,295.0,1.512,446.0,0.054,84.7,83.45,49.02,52.06,2.99,2,"Teknik becerilerinde sürekli bir gelişim sergileyen öğrencim, DevOps alanındaki yetkinliği ve etkileyici GitHub katkılarıyla dikkat çekiyor. Ancak, proje kalitesi ve makine öğrenimi konularında daha fazla deneyim kazanması, kariyer hedeflerine ulaşmasına yardımcı olacaktır."
STU_009969,2023,Frontend Developer,Tier 4,46.25,67.47,-21.22,450.4,0.989,445.5,0.054,68.62,66.07,49.65,59.47,2.87,2,"Öğrenci, kullanıcı arayüzü alanındaki güçlü yetenekleriyle fark yaratıyor. Frontend geliştirme konusundaki yüksek puanı, yaratıcı çözümler üretme kabiliyetini yansıtsa da, projelerinde daha fazla gerçek dünya deneyimine sahip olmanın faydalı olacağını gözlemledim. GitHub'daki katkıları ise potansiyelini gösteriyor."
STU_004146,2024,AI Engineer,Tier 4,89.4,72.25,17.15,294.1,1.512,444.7,0.054,72.95,71.4,57.88,6.32,2.85,0,"Proje çalışmasında yüksek bir başarı gösterdiniz, özellikle makine öğrenimi alanındaki yetkinliğiniz dikkat çekici. Ancak, proje kalitesi ve iletişim becerileri gibi alanlarda daha fazla geliştirme yapmanız faydalı olacaktır."
STU_003811,2026,Product Analyst,Tier 4,76.42,61.66,14.76,217.9,2.035,443.4,0.054,61.21,62.21,12.38,50.9,3.8,2,"Öğrenci, proje kalitesi ve gerçek müşteri projeleriyle önemli bir deneyim kazanmış. Ancak, teknik görüşme skorları ve portföy geliştirmedeki zayıf yönleri, kariyer yolculuğunda ilerlemek için daha fazla pratik yapması gerektiğini gösteriyor. Veri analizi alanındaki güçlü yetenekleri ile kariyer hedeflerine ulaşmak için doğru adımları atacağını düşünüyorum."
STU_008438,2026,Data Scientist,Tier 2,72.48,57.74,14.74,217.3,2.035,442.2,0.053,57.06,58.57,18.97,63.86,3.09,1,"Bilgisayar mühendisliği alanında veri bilimi kariyeri hedefleyen bu öğrenci, staj deneyimleri ile birlikte önemli bir pratik kazanım elde etti. Ancak, makine öğrenimi ve veri yapıları konularındaki zayıf performansı, projenin kalitesi üzerinde olumsuz bir etki yapıyor; dolayısıyla, teknik yeteneklerini daha da güçlendirmelidir."
STU_001381,2026,Software Developer,Tier 3,60.68,75.42,-14.74,217.2,2.035,442.1,0.053,77.33,73.08,63.02,58.37,2.94,2,"Ulaşmış olduğun başarı, özellikle problem çözme becerilerinle dikkat çekiyor. Freelyance projelerinle ve GitHub'daki aktifliğinle temel bilgi birikimini geliştirdiğin görülüyor, ancak daha fazla pratik yaparak projelerin kalitesini artırabilirsin."
STU_009702,2026,Backend Developer,Tier 3,88.34,73.6,14.74,217.2,2.035,442.1,0.053,72.8,74.58,59.92,60.79,3.04,0,"Güçlü bir Backend Developer olma yolunda ilerleyen bu öğrenci, DevOps konusundaki becerileriyle öne çıkıyor. Ancak, daha fazla iş deneyimi ve projeye katılımı, teknik yetkinlikleri üzerine pekiştirebilir. Portföyündeki projelerin kalitesi, gelecekteki kariyeri için büyük bir avantaj."
STU_001555,2025,Cloud Engineer,Tier 1,61.1,76.56,-15.46,238.9,1.845,440.7,0.053,75.45,77.91,68.75,92.32,2.76,0,"Cloud mühendisliği hedefinde, yazılım geliştirme becerilerini daha da geliştirmesi gerektiği aşikar. Teknik mülakat skorunun yüksek olması, potansiyelini gösterse de, problem çözme ve kodlama alanlarında daha fazla pratik yapması gerekiyor. Elde ettiği deneyimlerin etkisi ilerleyen süreçte belirginleşecektir."
STU_001203,2025,Frontend Developer,Tier 1,100.0,84.55,15.45,238.5,1.845,440.0,0.053,83.71,85.59,72.06,27.55,2.69,2,"Frontend geliştirme alanında etkileyici bir performans sergileyen öğrencim, teknik değerlendirmelerde yüksek bir başarı göstermiştir. Liderlik becerileri ve sorun çözme yeteneği ile dikkat çekiyor, ancak takım çalışması ve iletişim konularında daha fazla deneyim kazanması faydalı olacaktır."
STU_002135,2023,Data Scientist,Tier 3,66.97,45.89,21.08,444.2,0.989,439.5,0.053,45.9,45.89,32.2,67.35,2.12,2,"Geliştirme becerilerinde bazı zorluklarla karşılaşmasına rağmen, liderlik yetenekleri ve öğrenme azmi takdire şayan. Portföyünü genişletmek ve teknik becerilerini güçlendirmek için daha fazla pratik yapması faydalı olacaktır."
STU_003650,2025,AI Engineer,Tier 2,72.54,57.11,15.43,238.2,1.845,439.3,0.053,56.61,57.72,60.08,37.63,2.53,2,"AI mühendisliği hedefi için potansiyeli var, ancak teknik yeterlilikleri geliştirmek adına daha fazla projede yer alması önemli. Takım çalışması konusundaki becerileri ile olumlu bir katkı sağlıyor, bunu daha da ileriye taşıması gerek."
STU_001389,2025,AI Engineer,Tier 3,85.14,69.71,15.43,238.2,1.845,439.3,0.053,70.5,68.74,51.67,61.33,3.26,0,"Yapay zeka mühendisliği alanındaki tutkun, projelerdeki katılımlarınla destekleniyor. Sunum ve iletişim becerilerin, teknik gücünle birleştiğinde, belirgin bir kariyer yolu oluşturmanı sağlayabilir."
STU_009117,2023,Software Developer,Tier 4,78.71,57.66,21.05,443.1,0.989,438.4,0.053,58.03,57.21,46.58,59.13,3.16,1,"Takım çalışmasına yerinde bir katkıda bulunan bu öğrenci, problem çözme yeteneklerini geliştirmek için çaba sarf etmesine rağmen, teknik becerilerinde geliştirilmesi gereken alanlar bulunuyor. Sunum becerileri ise dikkat çekici ve kendini ifade etme konusunda ilerleme kaydetmiş."
STU_000364,2026,Data Analyst,Tier 2,33.19,47.84,-14.65,214.5,2.035,436.5,0.053,47.85,47.82,48.61,37.31,2.46,2,"Gelişmekte olan bir Data Analyst olarak, SQL becerilerin dikkat çekici ancak diğer teknik alanlarda daha fazla odaklanman gerektiğini düşünüyorum. Katıldığın hackathonlar ve freelance projeler, seni destekleyecek deneyimler kazandıracaktır."
STU_006055,2026,MLOps Engineer,Tier 1,78.05,92.69,-14.64,214.3,2.035,436.1,0.053,92.23,93.25,74.93,55.65,3.43,3,"MLOps alanındaki hedefleri doğrultusunda çalışkan bir yaklaşım sergileyen öğrencim, bulut ve DevOps konularında güçlü bir bilgi birikimine sahip. Ayrıca, proje kalitesi ve iletişim becerileri iyi seviyede, ancak takım çalışmasında daha fazla deneyim kazanması kariyer gelişimi için faydalı olacaktır."
STU_009694,2026,AI Engineer,Tier 3,95.64,81.02,14.62,213.6,2.035,434.7,0.053,80.01,82.26,34.84,86.58,3.43,1,"Makine öğrenimi ve veri analizine olan düşkünlüğünüz, bu alanda kariyer hedeflerinize ulaşmanızı destekleyecek. Proje kalitenizi artırmak ve takım çalışmasındaki liderlik becerilerinizi geliştirmek, ileride size büyük avantaj sağlayacaktır."
STU_000541,2023,MLOps Engineer,Tier 2,29.99,50.94,-20.95,438.9,0.989,434.2,0.052,51.66,50.06,39.78,61.28,2.99,4,"Öğrencim, proje çalışmasında belirgin bir heyecan gösterse de, teknik becerilerindeki eksiklikler gelişimini kısıtlamakta. Özellikle problem çözme yeteneklerini geliştirmesi ve proje kalitesine daha fazla odaklanması gerektiğini gözlemledim."
STU_006800,2023,Backend Developer,Tier 4,68.73,89.66,-20.93,438.0,0.989,433.3,0.052,89.66,89.66,73.02,51.42,3.36,1,"Backend geliştirme konusundaki yetenekleri ve portföyündeki projeler ile fark yaratıyor. Fakat, staj deneyiminin eksik olması, uygulamalı alanda daha fazla bilgi edinmesi için bir engel teşkil edebilir. İletişim becerileri oldukça güçlü, bu da ekip çalışmalarında avantaj sağlamaktadır."
STU_004440,2026,Product Analyst,Tier 2,67.02,81.58,-14.56,211.9,2.035,431.3,0.052,82.43,80.54,70.05,34.99,4.0,3,"Mükemmel bir akademik başarıya sahip olman, ürün analizi alanında sağlam bir temel oluşturuyor. Ancak, teknik mülakat ve iletişim becerilerine odaklanarak, bu güçlü temelini daha etkili bir şekilde ileriye taşımak mümkün."
STU_008554,2024,Data Scientist,Tier 2,42.98,59.87,-16.89,285.2,1.512,431.2,0.052,61.09,58.38,23.66,64.27,2.83,3,"İstatistik alanındaki öğrencinin, verileri analiz etme yeteneği iyi bir seviyede. Ancak proje kalitesinin artırılması ve iletişim becerilerinin geliştirilmesi, kariyerinde daha fazla fırsat yaratacaktır. Dikkate değer bir azim gösteriyor."
STU_006017,2026,AI Engineer,Tier 3,41.75,56.31,-14.56,211.9,2.035,431.2,0.052,54.99,57.91,41.05,67.82,3.7,1,"Yazılım mühendisliği üzerine olan bilgisi ve problem çözme yeteneği etkileyici ancak projelerde daha fazla deneyim kazanması gerektiği açık. Ek olarak, makine öğrenimi konusunda daha derin bir anlayış geliştirirse, hedeflediği AI mühendisi pozisyonuna ulaşma şansı artacaktır."
STU_005688,2023,Frontend Developer,Tier 4,64.77,85.61,-20.84,434.2,0.989,429.5,0.052,85.72,85.47,49.96,73.51,3.45,1,"Yazılım mühendisliği açısından olağanüstü bir yetenek sergiliyorsun. Kodlama ve makine öğrenimi alanındaki başarıların gerçekten dikkat çekici. Bununla birlikte, gerçek dünya projelerine katılarak uygulamalı deneyimini artırmanı öneririm; bu, portföyünü zenginleştirecek ve seni daha rekabetçi bir aday haline getirecektir."
STU_002274,2025,AI Engineer,Tier 1,72.09,56.86,15.23,232.0,1.845,427.9,0.052,56.59,57.18,61.27,39.96,2.66,1,"İstatistik alanındaki eğitiminizle desteklenen AI mühendisliği hedefleriniz çok ilgi çekici. Ancak, iletişim becerilerinizin geliştirilmesi gerektiğini gözlemliyorum; bu, projelerinizdeki etkili sunumlar için önemli. Portföyünüzün daha güçlü hale gelmesi, kariyerinizde size avantaj sağlayacaktır."
STU_000718,2024,Data Analyst,Tier 3,32.51,49.33,-16.82,282.8,1.512,427.5,0.052,49.51,49.1,50.56,20.87,3.15,1,"Veri analizi hedefiyle yola çıkan bu öğrenci, kodlama becerilerini geliştirmek için çaba sarf etse de, genel not ortalaması ve alandaki pratik deneyimi sınırlı kalmış. Sunum yetenekleri oldukça güçlü, fakat teknik alanlarda daha fazla deneyim kazanması gerektiği aşikâr."
STU_000079,2022,Data Scientist,Tier 3,54.53,79.56,-25.03,626.3,0.681,426.7,0.052,78.43,80.93,52.85,87.08,3.33,0,"Gelişme göstermesi gereken alanlar olsa da, veri bilimi için gerekli temel becerilere sahip. Özellikle teknik mülakatlarda gösterdiği başarı, matematiksel bakış açısını yansıtıyor. Ancak, proje kalitesine ve gerçek deneyimlere odaklanarak, kariyer yolunda daha sağlam adımlar atabilir."
STU_007702,2025,Backend Developer,Tier 3,43.03,58.22,-15.19,230.6,1.845,425.4,0.051,59.28,56.91,30.42,57.13,3.59,1,"Portföyünüzdeki çalışmalar, analitik düşünme yeteneğinizi ortaya koyuyor, ama teknik becerilerinizde biraz daha güçlenmeye ihtiyaç var. Gelişmekte olan SQL ve veri yapıları konusundaki bilgilerinizi artırarak, hedeflediğiniz Backend Developer rolüne daha yakınlaşabilirsiniz. Takım çalışmasında gösterdiğiniz yüksek performans gerçekten takdir edilesi."
STU_003973,2026,Data Scientist,Tier 2,75.34,89.79,-14.45,208.8,2.035,425.0,0.051,89.27,90.43,82.65,74.68,2.84,1,"Matematik alanındaki disiplinin, veri bilimi hedefinde seni avantajlı bir konuma getiriyor. Proje kaliten ve müşteri projelerinde gösterdiğin çaba, potansiyelini ortaya koyuyor. Ancak, kodlama ve veri yapıları konusundaki güçlenmene odaklanmak, kariyer hedeflerine ulaşmanı hızlandırabilir."
STU_000533,2025,Backend Developer,Tier 1,33.6,48.78,-15.18,230.3,1.845,424.9,0.051,48.4,49.24,51.2,19.12,3.4,0,"Gerçekleştirdiğin serbest projelerle kazandığın pratik deneyimler, backend geliştirme yolundaki potansiyelini artırıyor. Ancak, teknik mülakat becerilerin üzerinde çalışarak, bu alandaki fırsatları daha iyi değerlendirebilirsin."
STU_007655,2025,Data Scientist,Tier 3,60.61,75.76,-15.15,229.5,1.845,423.4,0.051,76.49,74.87,22.62,43.14,2.54,0,Teknik becerilerin ve projelerdeki performansın oldukça etkileyici. Yüksek başarı skoru ile makine öğrenimi ve veri bilimi alanında güçlü bir konumdasın. Ancak gerçekleştirdiğin projelerin kalitesi ve portföy yeterliliklerin üzerinde daha fazla çalışma yapman gerekebilir. Deneyimlerinle birlikte bu alanlarda kendini geliştirerek fark yaratma potansiyeline sahipsin.
STU_008598,2024,Frontend Developer,Tier 1,41.68,58.41,-16.73,280.0,1.512,423.3,0.051,61.03,55.22,44.58,36.89,3.09,0,"Güçlü bir matematik altyapısına sahip olmanız, yazılım geliştirmede etkili olmanızı sağlıyor. Frontend projeleri üzerinde çalışmanız sizin için büyük bir avantaj. Gelecek projelerinizde daha fazla gerçekçi deneyim edinmek için staj veya iş deneyimleri edinmenizi öneririm."
STU_003157,2025,Data Analyst,Tier 3,49.68,64.83,-15.15,229.4,1.845,423.1,0.051,66.37,62.94,51.6,58.28,3.1,2,"Bu öğrenci, açık kaynak katkılarıyla ve hackathon deneyimleriyle yenilikçi bir yaklaşım sergiliyor. Ancak, teknik becerilerini geliştirmesi ve veri analizi konusundaki derinliğini artırması, kariyer hedeflerine ulaşmasında önemli bir adım olacaktır."
STU_000802,2024,Cloud Engineer,Tier 3,64.81,81.54,-16.73,279.8,1.512,423.0,0.051,81.35,81.77,53.59,60.55,3.9,1,"İleri seviye DevOps bilgisi ve bulut mühendisliği konusundaki tutkulu yaklaşımı, gelecekteki projelerinde büyük fırsatlar yaratma potansiyeline sahip. Takım çalışmasındaki yüksek yetenekleri, iş yaşantısında başarılı bir işbirliği ortamı yaratma konusunda büyük bir avantaj sağlıyor."
STU_002377,2026,Backend Developer,Tier 3,92.97,78.56,14.41,207.8,2.035,422.8,0.051,77.39,79.98,71.33,74.02,3.33,1,"Güçlü problem çözme yetenekleri ve yüksek iletişim becerileri ile dikkat çeken öğrenci, backend geliştirme alanına olan ilgisi ile potansiyelini gösteriyor. Ancak, gerçek projelerde deneyim kazanma konusunda daha fazla fırsat yaratması faydalı olabilir."
STU_006934,2024,Data Scientist,Tier 2,82.84,66.14,16.7,279.0,1.512,421.8,0.051,64.74,67.84,38.35,72.34,2.83,0,"Veri Bilimcisi olma hedefin var, fakat projenin kalitesini artırmak ve daha fazla uygulama geliştirme deneyimi kazanmak önem taşıyor. İletişim becerilerin güçlü ve takım çalışmalarında kendini gösteriyorsun; bunlar kariyerinde ilerlemeni sağlayacak unsurlar."
STU_005199,2025,AI Engineer,Tier 3,54.88,70.0,-15.12,228.6,1.845,421.7,0.051,69.01,71.21,74.37,44.75,2.69,0,"Yapay zeka mühendisliği için gereken tutku ve bilgiye sahip olan bu öğrencim, makine öğrenimi konusundaki başarılarıyla dikkat çekiyor. Ancak, proje deneyimi eksikliği ve teknik görüşme puanı, onu rekabetçi pazarda zayıf bir konuma itiyor."
STU_000477,2022,Data Scientist,Tier 2,85.22,60.37,24.85,617.3,0.681,420.6,0.051,61.54,58.95,39.85,52.96,3.52,2,"Başarılı bir veri bilimi kariyerine doğru ilerliyorsun ve bu hedef doğrultusunda kenetli bir hırsa sahipsin. Ancak, iletişim becerilerini geliştirmek üzeride daha fazla düşünmelisin çünkü bu alanda sana yardımcı olacak çok şey var. Aldığın projelerden öğrendiğin deneyimler, seni daha da ileriye taşıyabilir."
STU_003794,2025,Data Scientist,Tier 3,59.44,74.52,-15.08,227.4,1.845,419.4,0.051,73.92,75.25,43.27,59.18,2.59,1,"Veri bilimindeki uzmanlığın ve özellikle makine öğrenimi ile SQL konusundaki yüksek skorların dikkat çekici. Ancak, daha etkili bir kariyer inşa edebilmek için proje kaliteni ve portföyünü güçlendirmen faydalı olacaktır. Bu alanda daha fazla gerçekçi projelerde yer almayı düşünebilirsin."
STU_000814,2026,Data Analyst,Tier 4,78.54,64.19,14.35,205.8,2.035,418.9,0.051,62.57,66.17,60.14,88.04,3.08,0,"Öğrencimizin veri analizi konusundaki teknik becerileri gelişmekte olsa da, pratik deneyim eksikliği ilerlemesini yavaşlatıyor. SQL ve bulut teknolojileri üzerine çalışması faydalı olabilir. Yine de, güçlü bir teknik mülakat puanı ile potansiyelini göstermektedir."
STU_003626,2024,Data Scientist,Tier 2,100.0,83.35,16.65,277.1,1.512,418.8,0.051,82.52,84.38,46.87,84.05,3.05,0,"Gerçek bir potansiyel barındıran bu öğrenci, proje çalışmasında üst düzey bir performans sergiledi. Veritabanı yönetimi ve makine öğrenimi konularında geliştirmesi gereken alanlar olsa da, güçlü problem çözme becerileri ve yüksek teknik yetkinliği ile dikkat çekiyor."
